title,document_type,field,intended_author,usable_for_generation,authority_level,issuing_authority,source_url,publish_date,retrieved_at,local_path,source_status,notes
庭审发问提纲,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/庭审发问提纲.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
量刑意见,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/量刑意见.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
缓刑适用意见,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/缓刑适用意见.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
罚金刑调整意见,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/罚金刑调整意见.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
刑事上诉状,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/刑事上诉状.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
刑事申诉状,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/刑事申诉状.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
再审申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/再审申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
刑事抗诉申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/刑事抗诉申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
暂予监外执行申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/暂予监外执行申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
减刑、假释法律意见,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/减刑-假释法律意见.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
财产刑执行异议,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/财产刑执行异议.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
涉案财物处理异议,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/涉案财物处理异议.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
刑事赔偿申请书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/刑事赔偿申请书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
会见笔录,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/会见笔录.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
阅卷笔录,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/阅卷笔录.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
案件分析报告,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/案件分析报告.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
证据摘录表,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/证据摘录表.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
证据目录,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/证据目录.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
辩护方案,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/辩护方案.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
庭审提纲,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/庭审提纲.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
发问提纲,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/发问提纲.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
质证提纲,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/质证提纲.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
法律检索报告,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/法律检索报告.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
类案检索报告,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/类案检索报告.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
风险告知书,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/风险告知书.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
委托人沟通记录,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/委托人沟通记录.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
律师工作日志,刑事案件律师/当事人文书起草指南,criminal,lawyer,false,A,全国人民代表大会或最高人民检察院,https://www.npc.gov.cn/npc/c2/c12435/201905/t20190521_276591.html,2018-11-05,2026-05-02,skills/legal-document-drafting/references/criminal_defense_guides/律师工作日志.md,guide_collected,已检索来源：全国人大刑事诉讼法、最高检羁押必要性审查规则。未找到统一官方模板时，只能作为参考草稿依据并需律师复核。
律师函,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
催告函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/催告函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
解除合同通知函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/解除合同通知函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
违约责任告知函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/违约责任告知函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
侵权停止通知函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会专利侵权业务操作指引,https://acla.org.cn/info/505ba22a0d2d4b8fb8c30f63c1192ed7,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/侵权停止通知函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
知识产权侵权警告函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会专利侵权业务操作指引,https://acla.org.cn/info/505ba22a0d2d4b8fb8c30f63c1192ed7,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/知识产权侵权警告函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
谈判函,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/谈判函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
和解建议书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/和解建议书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
调解方案,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/调解方案.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
法律意见书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/法律意见书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
专项法律意见书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/专项法律意见书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
律师见证书,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师见证书.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
律师声明,律师实务文书起草指南,lawyer_practice,lawyer,false,A,司法部/中国政府网律师执业与法律意见规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/律师声明.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
尽职调查报告,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会业务文章/指引线索,https://2019.acla.org.cn/info/b8441f86f9b341af861129509eb895aa,2022-02-23,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/尽职调查报告.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
法律尽职调查清单,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会业务文章/指引线索,https://2019.acla.org.cn/info/b8441f86f9b341af861129509eb895aa,2022-02-23,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/法律尽职调查清单.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同修改说明,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同修改说明.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合同风险提示函,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会买卖合同业务操作指引,https://www.acla.org.cn/info/babca008c2ba43e9829b3192ed5f13a9,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合同风险提示函.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
合规审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/合规审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
数据合规审查意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/数据合规审查意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
劳动用工合规意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/劳动用工合规意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
公司治理法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/公司治理法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
股权架构法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/股权架构法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
投融资法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/投融资法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
并购法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/并购法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
破产重整法律意见,律师实务文书起草指南,lawyer_practice,lawyer,false,A,国务院公报/司法部证券法律业务规则,https://www.gov.cn/gongbao/2023/issue_10886/202312/content_6921379.html,2023-10-26,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/破产重整法律意见.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
代理词,律师实务文书起草指南,lawyer_practice,lawyer,false,B,中华全国律师协会婚姻家庭业务操作指引,https://www.acla.org.cn/info/db55cc94958f4f8eaebeae94e37a77a5,2017-11-16,2026-05-02,skills/legal-document-drafting/references/lawyer_practice_guides/代理词.md,guide_collected,已检索来源：司法部/中国政府网、全国律协业务指引。多数律师实务文书无全国统一模板，标记为指南收集，需结合委托范围和律师执业风险复核。
